conceptType,conceptUri,preferredLabel,altLabels,hiddenLabels,status,modifiedDate,scopeNote,inScheme,description,code
SkillGroup,http://data.europa.eu/esco/skill/T3.3,maintaining a positive attitude,"managing negative factors in life and work
demonstrating resilience",,released,2021-08-30T16:03:19.52Z,Excludes coping with physical adversity ,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skill-transversal-groups
http://data.europa.eu/esco/concept-scheme/skills","Withstand adversity, demonstrate resilience and find ways to resolve or manage the effects of difficult life events. ",T3.3
SkillGroup,http://data.europa.eu/esco/skill/T3.4,demonstrating willingness to learn,demonstrating self-management and self-reflection,,released,2021-09-13T13:32:34.13Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skill-transversal-groups
http://data.europa.eu/esco/concept-scheme/skills",Show a positive attitude towards new and challenging demands and take steps to learn from difficulties.,T3.4
SkillGroup,http://data.europa.eu/esco/skill/T4,social and communication skills and competences,"social skills
interpersonal abilities
social interactions
interpersonal skills
social interaction","charismatic appearance
show respect and positive regard for others
polite manners
friendliness
enjoy dealing with people
well-groomed manners
ability to establish contact
friendly being
customer service
relationship orientation
interact and present
sympathetic demeanour
interaction with people
contact ability
ability to relate
enjoy interacting with people
neat look
be outgoing
perfect manners
support and cooperate
socially competent
respectful interaction with people
excellent social skills
pay attention to netiquette
ability to interact
pleasant manners
sociability
warm personality
neat apperance",released,2021-08-30T09:00:34.189Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skill-transversal-groups","Skills and competences relating to the ability to interact positively and productively with others. This is demonstrated by communicating ideas effectively and empathetically, coordinating one’s own objectives and actions with those of others and acting in ways which are structured according to values, ensuring the well-being and progress of others, and offering leadership.",T4
SkillGroup,http://data.europa.eu/esco/skill/T4.1,communicating,"argumentation skills
verbal skils
conversational skills
communication
writing skills
using language, symbols and text effectively
communication skills","communicate ideas and information effectively in writing
written communication
lead conversations confidently
able to communicate
communications Style
written expression",released,2021-08-30T16:23:39.992Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skill-transversal-groups","Express and exchange information, ideas, concepts, thoughts, and feelings, and resolve disagreements in formal and informal contexts, through the use of shared systems of words, signs, and rules.",T4.1
SkillGroup,http://data.europa.eu/esco/skill/T4.2,supporting others,"helpfulness
support others
providing support to others","selflessness
caring
courteous behaviour
kindness",released,2021-08-30T16:28:59.285Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skill-transversal-groups
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Guide or help less experienced or less knowledgeable people, and provide support to distressed people.",T4.2
SkillGroup,http://data.europa.eu/esco/skill/T4.3,collaborating in teams and networks,"acting with others to achieve aims
working with others",,released,2021-09-14T07:57:53.667Z,,"http://data.europa.eu/esco/concept-scheme/skill-transversal-groups
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",Support or develop a group to work towards a common goal in a way which shows understanding and respect of others’ roles and competencies.,T4.3
SkillGroup,http://data.europa.eu/esco/skill/T4.4,leading others,demonstrating leadership,leadership,released,2021-08-30T16:33:15.592Z,,"http://data.europa.eu/esco/concept-scheme/skill-transversal-groups
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Guide, direct and motivate others.",T4.4
SkillGroup,http://data.europa.eu/esco/skill/T4.5,following ethical code of conduct,"value orientation
beliefs
values
morals
handling of values
ethics
scruples","idealism
good manners
good behaviour
sense of justice
justice",released,2021-09-03T15:52:21.316Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skill-transversal-groups","Carry out workplace activities according to accepted principles of right and wrong, including fairness, transparency and impartiality in work practices and conduct towards other people.",T4.5
SkillGroup,http://data.europa.eu/esco/skill/T5,physical and manual skills and competences,"physical fitness
physical flexibility and coordination
psychomotor abilities
manual dexterity","coordination
color sense
good sense of touch
good eyesight
athletic performance
good sense of taste
dynamic flexibility
climb
reaction time
speed
good sense of hearing
good sense of smell
olfactory skills
good sense of pressure and touch",released,2021-08-30T09:17:04.357Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skill-transversal-groups","Skills and competences relating to the ability to perform tasks and activities requiring manual dexterity, agility and/or bodily strength. This is demonstrated by carrying out tasks and activities in demanding or hazardous environments requiring endurance or stamina. These tasks and activities may be carried out by hand, with other direct physical intervention, or by using equipment, tools or technology (such as ICT devices, machinery, craft or musical instruments) which requires guidance, movement or force.",T5
SkillGroup,http://data.europa.eu/esco/skill/T5.1,manipulating and controlling objects and equipment,"lifting, moving and placing objects
performing physical tasks and activities",,released,2021-08-30T16:48:17.42Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skill-transversal-groups","Move or lift objects, or use equipment, tools or technology with precision.",T5.1
SkillGroup,http://data.europa.eu/esco/skill/T5.2,responding to physical circumstances,"demonstrating physical fitness
demonstrating physical strength
demonstrating endurance",,released,2021-08-30T16:51:10.069Z,Excludes coping with mental or psychological adversity.,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skill-transversal-groups",React and adapt to changing or hazardous physical conditions.,T5.2
SkillGroup,http://data.europa.eu/esco/skill/T6,life skills and competences,active citizenship,,released,2021-08-30T09:47:58.442Z,,"http://data.europa.eu/esco/concept-scheme/skill-transversal-groups
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Skills and competences relating to the ability to process and use knowledge and information which has transversal significance and facilitates active citizenship. They comprise the areas of health, environment, civic engagement, culture, finance and the application of general knowledge.",T6
SkillGroup,http://data.europa.eu/esco/skill/T6.1,applying health-related skills and competences,"maintaining safety, health and welfare",,released,2021-09-13T12:45:19.726Z,The skills and competences under this heading address the ability to care for own and others’ mental and physical well-being.,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skill-transversal-groups
http://data.europa.eu/esco/concept-scheme/skills","Care for own and others’ mental and physical well-being and apply basic health standards, including hygiene. Obtain and use health information, and identify and access services and agencies that offer healthcare and guidance. Manage the negative effects of chronic health conditions.",T6.1
SkillGroup,http://data.europa.eu/esco/skill/T6.2,applying environmental skills and competences,adopting environmentally-friendly practices,,released,2021-09-13T17:37:26.558Z,The skills and competences under this heading address the different modes and activities relevant for a greener working and living.,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skill-transversal-groups
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",Reflect on the short and long-term impact of individual behaviours on the physical and social environment and adopt a sustainable work and lifestyle. Recognize the individual and collective responsibility for the protection and restoration of the local and global environment and inspire others. ,T6.2
SkillGroup,http://data.europa.eu/esco/skill/T6.3,applying civic skills and competences,seeking opportunities for self-empowerment and participatory involvement,,released,2021-09-06T09:49:10.132Z,The skills and competences referred to under this heading address the ability to actively interact with fellow citizens and engage in communities.,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skill-transversal-groups
http://data.europa.eu/esco/concept-scheme/skills-hierarchy","Interact with citizens and engage in communities, by evaluating information and its sources, reflecting on own ideas, values and roles and recognizing and respecting the ideas, values and roles of others.",T6.3
SkillGroup,http://data.europa.eu/esco/skill/T6.4,applying cultural skills and competences,"appreciating and expressing cultural, artistic or musical concepts",,released,2021-08-30T16:54:02.907Z,Creativity and respecting diversity underpin the skills and competences under this heading.,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skill-transversal-groups
http://data.europa.eu/esco/concept-scheme/skills","Express and interpret ideas, experiences and emotions creatively. Adopt an openness to learning from different cultural and artistic expressions. ",T6.4
